Letter_ID,Sender_ID,Sender_Name,Recipient_ID,Recipient_Name,Date,Dispatch_Location,Dispatch_Location_Abbr,GeoName_ID,toponymName,Country,Latitude,Longitude,Recipient_Adress,Recipient_Location,Recipient_Location_Abbr,Recipient_Addr_Latitude,Recipient_Addr_Longitude,Mentioned_Person_ID,Mentioned_Persons,Mentioned_Org_ID,Mentioned_Org,Mentioned_Works_IDs,Mention_Works_Title,Text_ID,Mention_Works_Genre,Collective_Vesions_ID,Mentioned_Places,Mentioned_Places_Abbr
B18791114FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1879-11-14,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peEF,MORTEN EDVARD FALLESEN,orgKT,DET KONGELIGE THEATER I KØBENHAVN,woDu,Et dukkehjem,Du,drama,,Danmark,Dk
B18791116ChrTh,peHI,HENRIK IBSEN,orgChrTh,CHRISTIANIA THEATER,1879-11-16,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peNL, peJRJ, peARei, peSG, peHFHa, peTNe, peLG, peAI, peLW, peSPa","NILS LUND, JOHANNE REGINE JUELL (senere: JUELL REIMERS), HIERONYMUS ARNOLDUS REIMERS, SIGVARD EMIL GUNDERSEN, ABRAHAM CHRISTIAN HJALMAR FRITHJOF HAMMER, THORA ELISABETH NEELSEN, LAURA SOFIE COUCHERON GUNDERSEN, ANDREAS HORNBECK ISACHSEN, KAREN LUCIE WOLF, SOFIE MARIE PARELIUS",orgChrTh,CHRISTIANIA THEATER,"woDu, woSS","Et dukkehjem, Samfundets støtter","Du, SS","drama, drama",,Kristiania,Kri
Budat18791116HSch,peHI,HENRIK IBSEN,peHSch,HANS SCHRØDER,1879-11-16,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,orgChrTh,CHRISTIANIA THEATER,,,,,,,
B18791117LJ,peHI,HENRIK IBSEN,peLJ,LUDVIG JOSEPHSON,1879-11-17,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peLStj,LOUISE (Lovisa Elisabeth) STJERNSTRÖM,orgKDTS,KONGL. DRAMATISKA THEATERN,"woDu, woKK, woBr, woKG","Et dukkehjem, Kjærlighedens Komedie, Brand, Kejser og Galilæer","Du, KK, Br, KG","drama, drama, drama, drama",,Stockholm,Sthlm
B18791118GG,peHI,HENRIK IBSEN,peGG,GUSTAF GUSTAFSSON,1879-11-18,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Herr direktör J: G: Gustafsson., Nya teatern., Gothenburg., (Schweden.)",Schweden,SE,62,15,peFraH,FRANS THEODOR HEDBERG,"'orgGyl, orgKDTS'","DEN GYLDENDALSKE BOGHANDEL, KONGL. DRAMATISKA THEATERN","woDu, woSS","Et dukkehjem, Samfundets støtter","Du, SS","drama, drama",,"København, Göteborg, Sverig, Stockholm","Kbh, Got, SE, Sthlm"
B18791118JLH,peHI,HENRIK IBSEN,peJLH,JOHANNE LUISE HEIBERG,1879-11-18,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,orgKT,DET KONGELIGE THEATER I KØBENHAVN,"woDu, woSS","Et dukkehjem, Samfundets støtter","Du, SS","drama, drama",,,
B18791118JK,peHI,HENRIK IBSEN,peJK,JOHANNE KREBS,1879-11-18,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peSuI,SUSANNA/SUZANNAH IBSEN,,,woDu,Et dukkehjem,Du,drama,,,
B18791118MR,peHI,HENRIK IBSEN,peMR,MARIE ROVSING,1879-11-18,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peKR,KRISTEN ROVSING,,,woDu,Et dukkehjem,Du,drama,,Rom,Rom
B18791120CC,peHI,HENRIK IBSEN,peCC,CAMILLA COLLETT,1879-11-20,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peSuI,SUSANNA/SUZANNAH IBSEN,,,woDu,Et dukkehjem,Du,drama,,Rom,Rom
B18791120EA,peHI,HENRIK IBSEN,peEA,ELISE AUBERT,1879-11-20,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,woDu,Et dukkehjem,Du,drama,,,
B18791121WL,peHI,HENRIK IBSEN,peWL,WILHELM LANGE,1879-11-21,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Dem Schriftsteller Herrn Wilhelm Lange., Kastanienallee 19/20., Berlin.",Berlin,Berl,52.52437,13.41053,"peBPo, peReGr","BERNHARD (eg. Baruch Pohl) POLLINI, GÜNTHER VON DER GROEBEN",,,,,,,,,
B18791122CKFM,peHI,HENRIK IBSEN,peCKFM,CHRISTIAN KNUD FREDERIK MOLBECH,1879-11-22,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peMMo,MATHILDE MOLBECH,,,woDu,Et dukkehjem,Du,drama,,,
B18791122FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1879-11-22,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peEF, peGG","MORTEN EDVARD FALLESEN, JOHAN GUSTAF GUSTAFSSON","'orgKT, orgChrTh, orgGotT'","DET KONGELIGE THEATER I KØBENHAVN, CHRISTIANIA THEATER, STORA TEATERN (GÖTEBORG)",woDu,Et dukkehjem,Du,drama,,"Göteborg, Stockholm, Bergen","Got, Sthlm, Berg"
B18791130NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1879-11-30,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,"'orgChrTh, orgGyl'","CHRISTIANIA THEATER, DEN GYLDENDALSKE BOGHANDEL",woDu,Et dukkehjem,Du,drama,,"Rom, Hamburg, Italien","Rom, Ham, It"
B18791201AR,peHI,HENRIK IBSEN,peAR,AUGUST RASMUSSEN,1879-12-01,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peThCor, peAK, peEF","THOMAS CORTES, ""ANTON HIERONYMUS FRITZSCHE KLUBIEN klubin"", MORTEN EDVARD FALLESEN","'orgGyl, orgKT'","DEN GYLDENDALSKE BOGHANDEL, DET KONGELIGE THEATER I KØBENHAVN",woDu,Et dukkehjem,Du,drama,,"Danmark, København","Dk, Kbh"
B18791219LD,peHI,HENRIK IBSEN,peLD,LORENTZ DIETRICHSON,1879-12-19,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peFH,NIELS FREDERIK VILHELM HEGEL,,,woDu,Et dukkehjem,Du,drama,,"Kristiania, Rom","Kri, Rom"
B18791222FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1879-12-22,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peEF, peAR","MORTEN EDVARD FALLESEN, PAUL AUGUST RASMUSSEN",orgGotT,STORA TEATERN (GÖTEBORG),woDu,Et dukkehjem,Du,drama,,"Paris, Berlin","Pa, Berl"
Budat1879NN_Kare_ven,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1879,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18711015NN_Til_Oplysning,peHI,HENRIK IBSEN,peNN,ukjent mottager,1871-10-15,Dresden,Dre,2935022,Dresden,Germany,51.05089,13.73832,,,,,,"pePBH, peHJJ, peBB, peVB","PAUL BOTTEN-HANSEN, HANS JACOB JENSEN, BJØRNSTJERNE MARTINIUS BJØRNSON, JØRGEN VILHELM BERGSØE",,,"woHH, woDi","Hærmændene paa Helgeland, Digte","H1, Di","drama, dikt",HH,"Bergen, Christiania","Berg, Kri"
B18711123NN_Eine_Rechtfertigung,peHI,HENRIK IBSEN,peNN,ukjent mottager,1871-11-23,[Dresden,Dre,2935022,Dresden,Germany,51.05089,13.73832,,,,,,"peIsP, peSiI, peGFr, peVil1","ISMA’IL, SIGURD IBSEN, GUSTAV FREYTAG, VILHELM 1.",,,,,,,,"Dresden, Deutschland, Egypten, Rom, meinem skandinavischen Vaterlande, Preußen","Dre, D, Eg, Rom, Ska, Pr"
B18720313MB,peHI,HENRIK IBSEN,peMB,Michael Birkeland,1872-03-13,Dresden,Dre,2935022,Dresden,Germany,51.05089,13.73832,,,,,,peBB,BJØRNSTJERNE MARTINIUS BJØRNSON,,,,,,,,,
B18720313BB,peHI,HENRIK IBSEN,peBB,Bjørnstjerne Bjørnson,1872-03-13,Dresden,Dre,2935022,Dresden,Germany,51.05089,13.73832,,,,,,,,,,,,,,,Norge,N
B18720321FG,peHI,HENRIK IBSEN,peFG,Fredrik Gjertsen,1872-03-21,Dresden,Dre,2935022,Dresden,Germany,51.05089,13.73832,,,,,,"peCKFM, peDan, peSMe, peCW, peJWGo, peLBy, peGHK","CHRISTIAN KNUD FREDERIK MOLBECH, DANTE ALIGHIERI, SIMON SØRENSEN MEISLING, CHRISTIAN FREDERIK (Friedrich) EMIL WILSTER, JOHANN WOLFGANG VON GOETHE, GEORGE GORDON BYRON, GEORG HERMAN KROHN",,,,,,,,Tyskland,D
Budat187205NN_Dass_meine,peHI,HENRIK IBSEN,peNN,ukjent mottager,mars-mai 1872,[Dresden,Dre,2935022,Dresden,Germany,51.05089,13.73832,,,,,,,,,,,,,,,"Rom, Frankreich, Deutschlands","Rom, Fr, D"
B18730607JR,peHI,HENRIK IBSEN,peJR,Julie Ruhkopf,1873-06-07,Dresden,Dre,2935022,Dresden,Germany,51.05089,13.73832,,,,,,,,,,,,,,,,
B18730710AuLa,peHI,HENRIK IBSEN,peAuLa,August Larsen,1873-07-10,Wien,Wien,2761369,Vienna,Austria,48.20849,16.37208,,,,,,"peFH, peCMJD","NIELS FREDERIK VILHELM HEGEL, CARL MATHIAS JUHLIN-DANNFELT",,,,,,,,Norge,N
B18730823NN_Samtidigt,peHI,HENRIK IBSEN,peNN,ukjent mottager,1873-08-23,[Pillnitz Ved Dresden],,2853707,Pillnitz,Germany,51.0073,13.87565,,,,,,"peFGFdC, peEMe, peVHvR, peBell, peJong, peTHa, peLBo, peMC, pePDu, peADa, peND, peHtK, peCBoi, peGDu, peCMar, peFPa, peGSt, peAPB, pePAB, peTdS, peDard, peBA, peLKn, peKvP, peESchl, peCCHS, peHWe, peDTPT, peFPvCuL, peGRa, peKCo, peEvE, peHvF, peFF, peLJac, peCKu, peAO, peHRo","FRANZ GRAF FOLLIOT DE CRENNEVILLE, JEAN LOUIS ERNEST MEISSONNIER, VIKTOR MORITZ KARL RATIBOR, J. LAMBERT BELLEFROID, JONGHE D’ARDOYE, VICOMTE DE, THEOPHILUS EDVARD HANSEN, LÉON JOSEPH FLORENTIN BONNAT, MAURICE COTTIER, PAUL DUBOIS, ALFRED DARCEL, NIKOLAUS DUMBA, HERMAN FREDERIK CAREL TEN KATE, CAMILLO BOITO, GIOVANNI DUPRÉ, CESARE MARIANI, FILIPPO PALIZZI, GIOVANNI STRAZZA, ALEKSEJ PETROVITSJ BOGOLJUBOV, ALEKSANDER PAVLOVITSJ BRÜLOV, THEODORE DE SAUSSURE, FRITZ LUDVIG VON DARDEL, BERNHARD AFINGER, LUDWIG KNAUS, KARL THEODOR VON PILOTY, EDUARD SCHLEICH, CARL CONSTANTIN HEINRICH STEFFECK, HERMANN WEISS, DIÓSCORO TEÓFILO DE LA PUEBLA TOLIN, FERENC PULSZKY VON CSELFALVA UND LUBÓCZ, GYÖRGY RÁHT, KARL COSTENOBLE, EDUARD VON ENGERTH, HEINRICH (Freiherr) VON FERSTEL, FRIEDRICH FRIEDLÄNDER, LOUIS/LUDWIG JACOBY, CARL KUNDMAN, ADOLF OBERMÜLLNER, HENRYK HIPOLIT RODAKOWSKI",,,,,,,,"Belgien, Wien, Danmark, Frankrige, Grækenland, Holland, Italien, Milano, Florens, Rom, Neapel, Norge, Rusland, St. Petersburg, Schweitz, Genf, Sverige, Tyskland, Berlin, Spanien, Ungarn, Østerrige, England, Amerika, Europa, Christiania","Belg, Wien, Dk, Fr, He, Holl, It, Mil, Fir, Rom, Na, N, Rus, StP, Sv, Genf, SE, D, Berl, Spa, Ung, Ost, Eng, Am, Eu, Kri"
B18730903NN_Gravminde,peHI,HENRIK IBSEN,peNN,ukjente mottagere,1873-09-03,Dresden/Kristiania,,,,,,,,,,,,"peHelt, peJoBe, peBB, peFrBru, peLuDa, peSaAH, peJKSH, peLHol, peJFOJ, peKrKr, peJNS, peGBNS, peFHT","HENRIK ANTON SCHIØTT HELTBERG, JOHANNES BERGH, BJØRNSTJERNE MARTINIUS BJØRNSON, FRANTZ GOTTLIEB BRUUN, LUDVIG DAAE, SALVE ASLAKSEN HAUGLAND, JOHAN KRISTOFFER STØREN HEFFERMEHL, LORENTZ HOLAN, JOSEPH FRANTZ OSCAR JOHNSEN, KRISTEN NIKOLAI KRISTENSEN, JOHANNES NILSSON SKAAR, GABRIEL BASTIAN NICOLAI STABELL, FERDINAND HETTING TISCHENDORF",,,,,,,,,
B18731123JLo,peHI,HENRIK IBSEN,peJLo,Jakob Løkke,1873-11-23,[Dresden],Dre,2935022,Dresden,Germany,51.05089,13.73832,,,,,,"peJu, peJJWi, peGEL, peJWGo, peFSch, peGreg, peBas, peMark, peBasAnc, peAmm, peUrs, peMB, peCas","JULIAN (Flavius Claudius Julianus), av de kristne kalt APOSTATA (den frafalne), JOHANN JOACHIM WINCKELMANN, GOTTHOLD EPHRAIM LESSING, JOHANN WOLFGANG VON GOETHE, JOHANN CHRISTOPH FRIEDRICH VON SCHILLER, GREGOR FRA NAZIANZ, kalt Teologen, BASILEIOS DEN STORE, MARKOS, BASILEIOS AV ANCYRA, AMMIANUS MARCELLINUS, URSULUS, MICHAEL BIRKELAND, GAIUS IULIUS CAESAR",,,,,,,,"Tyskland, Norge","D, N"
B18750329KM,peHI,HENRIK IBSEN,peKM,Konrad Maurer,1875-03-29,Dresden,Dre,2935022,Dresden,Germany,51.05089,13.73832,,,,,,"peSiI, pePM","SIGURD IBSEN, PAUL MOCHMANN",,,,,,,,"Vaterlande, Dresden, München","N, Dre, Mun"
B18750408KM,peHI,HENRIK IBSEN,peKM,Konrad Maurer,1875-04-08,Dresden,Dre,2935022,Dresden,Germany,51.05089,13.73832,,,,,,peSiI,SIGURD IBSEN,,,,,,,,Christiania,Kri
B18770407Kdep,peHI,HENRIK IBSEN,orgKdep,Kirke- og undervisningsdepartementet,1877-04-07,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peJP, pePTM","JOHN OLAF PAULSEN, PETER TIDEMAND MALLING",,,,,,,,"Bergen, København, Tyskland, München, Rom","Berg, Kbh, D, Mun, Rom"
B18770417RB,peHI,HENRIK IBSEN,peRB,Robert Buchholz,1877-04-17,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,pePLi,PAUL LINDAU,,,,,,,,,
B18770603JP,peHI,HENRIK IBSEN,peJP,John Paulsen,1877-06-03,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peSiI,SIGURD IBSEN,,,,,,,,,
B18780330NeuZ,peHI,HENRIK IBSEN,orgNeuZ,Neue Zeit,1878-03-30,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peHWil,HERMANN WILBERG,,,,,,,,,
B18780419Kdep,peHI,HENRIK IBSEN,orgKdep,Kirke- og undervisningsdepartementet,1878-04-19,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peJP,JOHN OLAF PAULSEN,,,,,,,,Italien,It
B18790920JP,peHI,HENRIK IBSEN,peJP,John Paulsen,1879-09-20,Amalfi,Ama,3183130,Amalfi,Italy,40.6349,14.60238,,,,,,peFH,NIELS FREDERIK VILHELM HEGEL,,,,,,,,"München, Paris, Tyskland","Mun, Pa, D"
B18800103EaE,peHI,HENRIK IBSEN,peEaE,ERIK AF EDHOLM,1880-01-03,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Til, hs: højvelbårenhed, første hofmarskalken hos H. M. Kongen, herr Erik af Edholm, chef for de kgl: theatre., Stockholm., (Schweden.)","Stockholm, Schweden","Sthlm, SE",59.32938,18.06871,"peElHw, peGF","ELISE (Ebba Charlotta Elisa) HWASSER, JOHAN GUSTAF FREDRIKSON",orgGyl,DEN GYLDENDALSKE BOGHANDEL,woDu,Et dukkehjem,Du,drama,,"København, Danmark","Kbh, Dk"
B18800112NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1880-01-12,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,orgChrTh,CHRISTIANIA THEATER,woDu,Et dukkehjem,Du,drama,,,
B18800113FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1880-01-13,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peNL, peMT","NILS LUND, ANNA MAGDALENE THORESEN",orgChrTh,CHRISTIANIA THEATER,"woDu, woUF, woKG","Et dukkehjem, De unges Forbund, Kejser og Galilæer","Du, UF, KG","drama, drama, drama",,,
B18800120AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1880-01-20,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peJASch, peBH, peEPo","-, BETTY MATHILDE HENNINGS, CHRISTIAN EMIL POULSEN",,,,,,,,København,Kbh
B18800121EaE,peHI,HENRIK IBSEN,peEaE,ERIK AF EDHOLM,1880-01-21,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Til, Hs: Maj: Kongens første hofmarskalk, herr Erik af Edholm, chef for de kgl: theatre., Stockholm., (Schweden.)","Stockholm, Schweden","Sthlm, SE",59.32938,18.06871,,,orgKoTh,KONGL. THEATRARNE I STOCKHOLM,woDu,Et dukkehjem,Du,drama,,,
B18800122FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1880-01-22,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peSuI, peWL, peBB","SUSANNA/SUZANNAH IBSEN, WILHELM LANGE, BJØRNSTJERNE MARTINIUS BJØRNSON","'orgKT, orgPR'","DET KONGELIGE THEATER I KØBENHAVN, PHILIPP RECLAM JUN.","woDu, woSS","Et dukkehjem, Samfundets støtter","Du, SS","drama, drama",,"København, Danmark, Leipzig","Kbh, Dk, Lei"
B18800127BEB,peHI,HENRIK IBSEN,peBEB,BENDIX EDVARD BENDIXEN,1880-01-27,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peWick,NIELS JACOB EMIL NILS WICKSTRØM,orgNatSc,BERGENS NATIONALE SCENE,woDu,Et dukkehjem,Du,drama,,,
B18800128LJ,peHI,HENRIK IBSEN,peLJ,LUDVIG JOSEPHSON,1880-01-28,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peNL,NILS LUND,orgKoTh,KONGL. THEATRARNE I STOCKHOLM,"[woC1], [woC2], woKK, woHH, woKE","[Catilina], [Catilina], Kjærlighedens Komedie, Hærmændene paa Helgeland, Kongs-Emnerne","[C1], [C2], KK, H1, KE","[drama], [drama], drama, drama, drama","C, HH",Kristiania,Kri
B18800202FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1880-02-02,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peAxK, peAR","AXEL JOHAN ERIK KROOK, PAUL AUGUST RASMUSSEN",orgGotT,STORA TEATERN (GÖTEBORG),"woDu, woUF, woKG","Et dukkehjem, De unges Forbund, Kejser og Galilæer","Du, UF, KG","drama, drama, drama",,"Norge, København, Kristiania, Tyskland","N, Kbh, Kri, D"
B18800207NN_Werther,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1880-02-07,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peSuI,SUSANNA/SUZANNAH IBSEN,,,,,,,,,
Budat18800214CWF,peHI,HENRIK IBSEN,peCWF,WILHELM FOGHT,1880-02-14,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peNL,NILS LUND,,,,,,,,Christiania,Kri
B18800215FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1880-02-15,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peCC, peEBogh, peSiI, peAR","JACOBINE CAMILLA COLLETT, ERIK NICOLAI BØGH, SIGURD IBSEN, PAUL AUGUST RASMUSSEN",orgAftp,AFTENPOSTEN,"woDu, woUF, woKG","Et dukkehjem, De unges Forbund, Kejser og Galilæer","Du, UF, KG","drama, drama, drama",,"Dresden, Rom, Italien, Kristiania, München","Dre, Rom, It, Kri, Mun"
B18800217Nat,peHI,HENRIK IBSEN,orgNat,NATIONALTIDENDE,1880-02-17,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peWL,WILHELM LANGE,,,woDu,Et dukkehjem,Du,drama,,"Flensborg, Berlin, Tyskland","Fle, Berl, D"
B18800218HLa,peHI,HENRIK IBSEN,peHLa,HEINRICH LAUBE,1880-02-18,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peWL, peHNR","WILHELM LANGE, HEDWIG NIEMANN-RAABE",,,woDu,Et dukkehjem,Du,drama,,"Kopenhagen, Stockholm, Christiania, Norddeutschland","Kbh, Sthlm, Kri, D"
Budat18800220OSa,peHI,HENRIK IBSEN,peOSa,OSKAR SALICATH,1880-02-20,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peNL,NILS LUND,,,,,,,,Christiania,Kri
B18800222ESta,peHI,HENRIK IBSEN,peESta,EMIL STANG,1880-02-22,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peCWF, peOSa","CHRISTIAN WILHELM FOGHT, OSKAR SALICATH",,,,,,,,,
B18800301NatSc,peHI,HENRIK IBSEN,orgNatSc,BERGENS NATIONALE SCENE,1880-03-01,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peBEB,BENDIX EDVARD REUTZ BENDIXEN,orgNatSc,BERGENS NATIONALE SCENE,woDu,Et dukkehjem,Du,drama,,,
B18800309ESta,peHI,HENRIK IBSEN,peESta,EMIL STANG,1880-03-09,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peCWF, peOSa","CHRISTIAN WILHELM FOGHT, OSKAR SALICATH",,,woDu,Et dukkehjem,Du,drama,,Kristiania,Kri
B18800313WF,peHI,HENRIK IBSEN,peWF,WILHELM FLACH,1880-03-13,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,"Upsala, Sverig","Upp, SE"
B18800314PA,peHI,HENRIK IBSEN,pePA,PAUL APFELSTEDT,1880-03-14,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,"Frankfurt a. M., Italien","Fra, It"
B18800319NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1880-03-19,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peFrCe, peESta","FREDERIK ADOLPH CHRISTENSEN CETTI, EMIL STANG",orgDampD,DIREKSJONEN FOR DAMPSKIPET «DRONNINGEN»,woDu,Et dukkehjem,Du,drama,,"Kristiania, Trondhjem, Sverig","Kri, Trhm, SE"
B18800321ReGr,peHI,HENRIK IBSEN,peReGr,GÜNTHER VON DER GROEBEN,1880-03-21,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peFKS, peElMa, peHeMa","FRIEDRICH KARL SCHUBERT, ELISABETH MARR, HEINRICH MARR",orgNeuZ,NEUE ZEIT : WOCHENSCHRIFT FÜR DEUTSCHES THEATER UND URHEBERRECHT,woDu,Et dukkehjem,Du,drama,,,
B18800324NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1880-03-24,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peHanst,CHRISTOPHER HANSTEEN,,,,,,,,Kristiania,Kri
B18800325KE,peHI,HENRIK IBSEN,peKE,KRISTIAN ELSTER,1880-03-25,München,Mun,2867714,Munich,Germany,48.13743,11.57549,"Herr Kristian Elster., Trondhjem., (Norwegen.)","Trondhjem, Norwegen","Trhm, N",63.43049,10.39506,,,,,,,,,,"Trondhjem, Tyskland","Trhm, D"
B18800326BEB,peHI,HENRIK IBSEN,peBEB,BENDIX EDVARD BENDIXEN,1880-03-26,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peAJo,ADELAIDE JOHANNESEN,orgNatSc,BERGENS NATIONALE SCENE,woDu,Et dukkehjem,Du,drama,,,
B18800326VVo,peHI,HENRIK IBSEN,peVVo,VOLRATH VOGT,1880-03-26,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,Kristiania,Kri
B18800328OB,peHI,HENRIK IBSEN,peOB,OTTO BORCHSENIUS,1880-03-28,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,København,Kbh
B18800330VaVa,peHI,HENRIK IBSEN,peVaVa,VALFRID VASENIUS,1880-03-30,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,woDu,Et dukkehjem,Du,drama,,Helsingfors,Hel
B18800403MorM,peHI,HENRIK IBSEN,peMorM,MORTEN MÜLLER,1880-04-03,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peSuI, peCoM","SUSANNA/SUZANNAH IBSEN, CONSTANCE MÜLLER",,,,,,,,,
B18800414FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1880-04-14,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peCC,JACOBINE CAMILLA COLLETT,"'orgKoTh, orgKT'","KONGL. THEATRARNE I STOCKHOLM, DET KONGELIGE THEATER I KØBENHAVN",woDu,Et dukkehjem,Du,drama,,"København, München","Kbh, Mun"
B18800417WL,peHI,HENRIK IBSEN,peWL,WILHELM LANGE,1880-04-17,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peCJ, peAS, peHNR","KARL JENKE, ADOLPH HEINRICH ADOLF STRODTMANN, HEDWIG NIEMANN-RAABE",,,"woUF, woDu","De unges Forbund, Et dukkehjem","UF, Du","drama, drama",,Hamburg,Ham
B18800423JBo,peHI,HENRIK IBSEN,peJBo,JOHAN BOKLUND,1880-04-23,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,peJKr,JOHAN JULIUS FERDINAND KRONBERG,,,,,,,,"Stockholm, Italien","Sthlm, It"
B18800519LP,peHI,HENRIK IBSEN,peLP,LUDWIG PASSARGE,1880-05-19,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peSuI, peSiI","SUSANNA/SUZANNAH IBSEN, SIGURD IBSEN",,,woPG,Peer Gynt,PG,drama,,"skandinaviske lande, Odde i Hardanger","N plDk plSE, Hard"
B18800531FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1880-05-31,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,"peSuI, peSiI","SUSANNA/SUZANNAH IBSEN, SIGURD IBSEN",,,"woC2, [woF1], [woF2], woHH, woKE, woKK, woBr, woPG","Catilina, [Fru Inger til Østeraad], [Fru Inger til Østråt], Hærmændene paa Helgeland, Kongs-Emnerne, Kjærlighedens Komedie, Brand, Peer Gynt","C2, [F1], [F2], H1, KE, KK, Br, PG","drama, [drama], [drama], drama, drama, drama, drama, drama","C, F, HH","Bergen, Kristiania, mit Romer-liv, Norge","Berg, Kri, Rom, N"
Budat1880GAD,peHI,HENRIK IBSEN,peGAD,GUSTAV ADOLPH «DOFFEN» DAHL,1880,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,,
B18800609FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1880-06-09,München,Mun,2867714,Munich,Germany,48.13743,11.57549,,,,,,,,,,,,,,,Copenhague,Kbh
